,DD,HD,Variant_HD,Variant_DD,Position,Hydrogen Bonds_ALA,Hydrogen Bonds_ARG,Hydrogen Bonds_GLN,Hydrogen Bonds_GLU,Hydrogen Bonds_GLY,Hydrogen Bonds_HYP,Hydrogen Bonds_LEU,Hydrogen Bonds_PRO
565,0.375,0.0,1,3,26,0.97,0.0,0.0,0.0,0.35,0.0,0.0,0.94
566,0.375,0.0,1,3,27,0.0,0.0,0.9,0.84,2.55,0.0,0.0,0.23
567,0.375,0.0,1,3,28,0.0,0.0,1.39,0.0,0.55,0.0,0.1,0.03
568,0.375,0.0,1,3,29,1.0,0.55,1.16,0.0,0.0,0.0,0.0,0.16
569,0.375,0.0,1,3,30,0.97,1.94,0.0,0.68,0.45,0.0,0.0,0.0
570,0.375,0.0,1,3,31,1.94,0.48,1.39,0.61,0.0,0.0,0.0,0.0
571,0.375,0.0,1,3,32,0.58,0.0,0.23,0.55,1.0,0.0,0.0,0.97
572,0.375,0.0,1,3,33,0.0,0.06,0.29,0.0,0.0,0.0,0.0,0.1
573,0.375,0.0,1,3,34,0.19,0.0,0.94,0.81,0.26,0.0,0.0,0.29
574,0.375,0.0,1,3,35,0.0,0.48,1.19,0.0,0.71,0.0,0.0,1.23
575,0.375,0.0,1,3,36,0.45,0.0,0.0,0.0,1.35,0.0,0.0,0.58
576,0.375,0.0,1,3,37,1.35,0.94,0.0,0.0,0.48,0.0,0.0,0.19
577,0.375,0.0,1,3,38,1.19,1.0,0.0,0.0,0.65,0.0,0.0,0.06
578,0.375,0.0,1,3,39,0.39,0.26,0.0,0.0,0.55,0.0,0.0,0.48
579,0.375,0.0,1,3,40,0.29,0.03,0.0,0.0,1.0,0.0,0.0,1.84
580,0.375,0.0,1,3,41,0.0,0.13,0.0,0.42,0.0,0.0,0.0,0.0
581,0.375,0.0,1,3,42,0.03,0.0,0.61,0.97,2.65,0.0,0.0,0.58
582,0.375,0.0,1,3,43,1.0,0.74,0.0,0.0,1.1,0.0,0.0,0.06
583,0.375,0.0,1,3,44,0.0,0.0,0.0,0.84,0.0,0.0,0.0,1.74
584,0.375,0.0,1,3,45,1.0,0.0,0.32,0.0,1.71,0.0,0.0,1.0
585,0.375,0.0,1,4,1,0.06,0.74,0.94,0.42,1.52,0.0,0.0,1.13
586,0.375,0.0,1,4,2,0.87,1.0,1.87,0.84,1.68,0.0,0.0,1.0
587,0.375,0.0,1,4,3,1.42,0.0,0.58,0.0,2.23,0.0,0.0,1.26
588,0.375,0.0,1,4,4,0.16,0.87,0.74,0.23,0.61,0.0,0.0,0.0
589,0.375,0.0,1,4,5,1.97,1.03,0.94,1.94,1.9,0.0,0.0,0.94
590,0.375,0.0,1,4,6,0.94,1.03,0.0,0.16,0.39,0.0,0.0,0.71
591,0.375,0.0,1,4,7,1.1,0.84,0.0,0.52,2.0,0.0,0.0,0.0
592,0.375,0.0,1,4,8,0.84,0.52,0.26,0.94,0.84,0.0,0.0,1.48
593,0.375,0.0,1,4,9,0.0,0.0,0.42,0.06,0.0,0.0,0.0,1.16
594,0.375,0.0,1,4,10,0.0,0.0,0.0,0.0,1.81,0.0,0.68,0.97
595,0.375,0.0,1,4,11,0.0,0.0,0.0,1.0,1.1,0.0,0.0,0.58
596,0.375,0.0,1,4,12,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.06
597,0.375,0.0,1,4,13,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.0
598,0.375,0.0,1,4,14,0.94,0.52,0.0,1.16,0.61,0.0,0.0,1.94
599,0.375,0.0,1,4,15,0.97,1.61,0.35,0.97,1.03,0.0,0.0,0.0
600,0.375,0.0,1,4,16,1.45,1.35,0.0,1.84,1.9,0.0,0.87,1.0
601,0.375,0.0,1,4,17,1.71,0.03,0.06,0.94,1.06,0.0,0.0,0.84
602,0.375,0.0,1,4,18,0.81,0.52,0.0,0.87,1.0,0.0,0.0,0.06
603,0.375,0.0,1,4,19,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0
604,0.375,0.0,1,4,20,0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0
605,0.375,0.0,1,4,21,0.77,0.45,1.0,0.16,0.0,0.0,0.0,1.0
606,0.375,0.0,1,4,22,0.0,0.0,1.65,0.0,0.13,0.0,0.1,0.0
607,0.375,0.0,1,4,23,0.97,0.0,0.42,0.55,1.06,0.0,0.0,0.32
608,0.375,0.0,1,4,24,0.97,0.0,0.97,1.42,1.0,0.0,0.0,0.77
609,0.375,0.0,1,4,25,1.16,0.0,0.97,0.81,1.71,0.0,0.0,0.97
610,0.375,0.0,1,4,26,1.94,0.03,0.19,1.29,1.65,0.0,0.0,0.0
611,0.375,0.0,1,4,27,0.84,0.23,0.0,0.0,0.0,0.0,0.03,0.55
612,0.375,0.0,1,4,28,0.0,0.03,0.94,0.0,0.0,0.0,0.0,1.0
613,0.375,0.0,1,4,29,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2.58
614,0.375,0.0,1,4,30,0.0,0.0,1.32,0.0,2.65,0.0,0.0,0.97
615,0.375,0.0,1,4,31,0.13,0.03,0.48,0.0,1.97,0.0,0.0,1.0
616,0.375,0.0,1,4,32,0.84,0.39,0.97,0.32,1.1,0.0,0.0,0.52
617,0.375,0.0,1,4,33,2.03,0.03,0.0,0.1,0.94,0.0,0.0,0.94
618,0.375,0.0,1,4,34,0.94,0.0,0.58,1.68,2.16,0.0,0.0,1.26
619,0.375,0.0,1,4,35,0.81,0.1,0.58,0.32,0.1,0.0,0.0,0.0
620,0.375,0.0,1,4,36,0.94,0.97,0.29,0.77,1.06,0.0,0.0,0.13
621,0.375,0.0,1,4,37,0.0,0.0,0.65,0.0,0.23,0.0,0.03,0.1
622,0.375,0.0,1,4,38,0.52,0.0,0.16,1.74,1.29,0.0,0.0,0.65
623,0.375,0.0,1,4,39,0.71,0.03,0.0,0.0,0.0,0.0,0.0,0.0
624,0.375,0.0,1,4,40,1.71,0.97,1.0,0.74,1.42,0.0,0.0,0.1
625,0.375,0.0,1,4,41,0.19,0.13,0.0,0.0,0.42,0.0,0.0,0.35
626,0.375,0.0,1,4,42,0.84,0.71,0.0,0.13,0.45,0.0,0.0,0.0
627,0.375,0.0,1,5,1,0.77,0.81,0.0,0.03,0.1,0.0,0.0,0.13
628,0.375,0.0,1,5,2,0.03,0.52,0.81,0.97,0.03,0.0,0.77,0.0
629,0.375,0.0,1,5,3,0.81,0.0,1.84,0.0,0.19,0.0,0.0,0.9
630,0.375,0.0,1,5,4,0.0,0.42,0.0,1.0,0.03,0.0,0.0,1.06
631,0.375,0.0,1,5,5,0.84,0.03,0.0,0.58,0.9,0.0,0.0,1.65
632,0.375,0.0,1,5,6,1.0,0.19,0.0,0.97,0.71,0.0,0.0,0.0
633,0.375,0.0,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,0.375,0.0,1,5,8,0.81,0.1,0.84,0.68,1.0,0.0,0.0,0.9
635,0.375,0.0,1,5,9,0.48,0.23,0.0,0.71,0.42,0.0,0.0,1.61
636,0.375,0.0,1,5,10,1.06,0.77,0.0,0.81,1.16,0.0,0.0,0.58
637,0.375,0.0,1,5,11,0.81,0.0,0.87,0.03,2.39,0.0,0.0,1.03
638,0.375,0.0,1,5,12,0.87,0.94,0.0,0.0,0.32,0.0,0.0,1.65
639,0.375,0.0,1,5,13,0.87,1.26,0.58,1.0,1.06,0.0,0.0,1.84
640,0.375,0.0,1,5,14,1.0,2.0,0.0,0.97,0.13,0.0,0.0,0.71
641,0.375,0.0,1,5,15,0.0,1.0,0.35,0.26,0.0,0.0,0.0,0.35
642,0.375,0.0,1,5,16,0.13,0.0,0.65,0.65,0.16,0.0,0.0,0.0
643,0.375,0.0,1,5,17,0.42,0.0,0.1,0.0,0.03,0.0,0.1,0.0
644,0.375,0.0,1,5,18,0.42,0.0,0.0,1.06,0.0,0.0,0.0,1.58
645,0.375,0.0,1,5,19,0.58,0.65,0.0,1.0,1.55,0.0,0.0,1.0
646,0.375,0.0,1,5,20,1.1,1.0,0.61,0.0,0.16,0.0,0.0,0.55
647,0.375,0.0,1,5,21,0.0,0.0,0.97,0.26,0.35,0.0,0.61,0.03
648,0.375,0.0,1,5,22,0.81,1.0,0.0,1.23,0.55,0.0,0.0,0.0
649,0.375,0.0,1,5,23,1.13,0.06,0.0,1.29,0.9,0.0,0.0,0.0
650,0.375,0.0,1,5,24,1.03,0.71,1.0,0.0,0.65,0.0,0.0,0.23
651,0.375,0.0,1,5,25,0.52,0.35,0.0,0.84,0.97,0.0,0.0,3.48
652,0.375,0.0,1,5,26,0.23,0.06,1.0,1.0,0.0,0.0,0.0,0.23
653,0.375,0.0,1,5,27,0.58,0.13,0.9,0.74,1.32,0.0,0.0,1.19
654,0.375,0.0,1,5,28,0.03,1.0,0.39,0.39,0.65,0.0,0.0,0.0
655,0.375,0.0,1,5,29,0.0,1.9,0.03,0.94,1.0,0.0,0.03,0.65
656,0.375,0.0,1,5,30,0.0,0.77,0.0,0.0,0.97,0.0,0.0,0.0
657,0.375,0.0,1,5,31,0.0,0.0,1.0,0.81,0.94,0.0,0.23,0.87
658,0.375,0.0,1,5,32,0.97,0.03,0.35,0.03,2.03,0.0,0.0,2.55
659,0.375,0.0,1,5,33,0.0,0.97,0.0,1.0,0.68,0.0,0.0,0.32
660,0.375,0.0,1,5,34,1.16,1.0,0.0,0.42,0.06,0.0,0.0,0.1
661,0.375,0.0,1,5,35,0.0,0.97,0.0,0.0,1.0,0.0,0.0,0.03
662,0.375,0.0,1,5,36,1.81,0.68,0.0,0.0,0.0,0.0,0.0,1.87
663,0.375,0.0,1,5,37,0.97,0.23,0.0,0.71,1.16,0.0,0.0,0.0
664,0.375,0.0,1,5,38,1.03,0.0,0.84,0.0,0.0,0.0,0.0,0.87
665,0.375,0.0,1,5,39,0.35,0.0,0.0,0.71,0.0,0.0,0.0,0.77
666,0.375,0.0,1,5,40,0.81,0.0,0.13,0.71,1.84,0.0,0.0,1.0
667,0.375,0.0,1,5,41,0.61,0.48,0.84,0.0,2.0,0.0,0.0,2.0
668,0.375,0.0,1,5,42,0.29,0.13,0.0,0.0,0.61,0.0,0.0,0.1
669,0.375,0.0,1,5,43,0.74,0.94,0.1,0.87,0.94,0.0,0.0,0.0
670,0.5,0.0,1,1,1,1.55,0.52,0.65,0.9,1.9,0.0,0.0,1.0
671,0.5,0.0,1,1,2,0.26,0.58,0.0,0.35,0.0,0.0,0.0,1.55
672,0.5,0.0,1,1,3,0.06,0.55,0.0,0.0,1.16,0.0,0.0,0.0
673,0.5,0.0,1,1,4,1.87,0.06,0.0,0.39,0.45,0.0,0.0,0.74
674,0.5,0.0,1,1,5,0.68,0.1,0.0,0.0,0.48,0.0,0.0,0.26
675,0.5,0.0,1,1,6,0.97,0.32,0.0,1.45,1.42,0.0,0.0,2.42
676,0.5,0.0,1,1,7,0.65,0.48,0.16,1.35,2.48,0.0,0.0,2.35
677,0.5,0.0,1,1,8,0.61,0.03,1.68,0.0,0.68,0.0,0.0,0.0
678,0.5,0.0,1,1,9,0.58,0.0,0.39,0.0,0.0,0.0,0.0,0.0
679,0.5,0.0,1,1,10,0.71,0.55,0.16,1.0,2.48,0.0,0.0,0.29
680,0.5,0.0,1,1,11,0.97,0.84,0.81,0.03,2.1,0.0,0.0,1.32
681,0.5,0.0,1,1,12,0.97,0.1,0.0,0.0,2.03,0.0,0.0,1.16
682,0.5,0.0,1,1,13,1.39,0.0,0.0,0.03,0.87,0.0,0.0,3.45
683,0.5,0.0,1,1,14,0.03,0.06,0.87,0.0,0.84,0.0,0.0,1.97
684,0.5,0.0,1,1,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
685,0.5,0.0,1,1,16,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.94
686,0.5,0.0,1,1,17,0.0,0.19,0.0,1.0,0.45,0.0,0.0,1.61
687,0.5,0.0,1,1,18,0.06,0.58,0.0,0.94,1.0,0.0,0.0,1.84
688,0.5,0.0,1,1,19,0.55,0.0,0.9,1.0,0.0,0.0,0.0,0.0
689,0.5,0.0,1,1,20,0.0,0.06,0.0,1.0,0.29,0.0,0.0,0.81
690,0.5,0.0,1,1,21,0.0,0.0,0.0,1.19,0.03,0.0,0.0,1.65
691,0.5,0.0,1,1,22,1.52,0.1,0.74,0.94,0.06,0.0,0.0,0.0
692,0.5,0.0,1,1,23,0.0,0.71,1.52,0.0,1.97,0.0,0.74,0.0
693,0.5,0.0,1,1,24,0.61,0.87,0.0,1.94,0.48,0.0,0.0,1.9
694,0.5,0.0,1,1,25,0.48,0.06,0.19,0.0,0.19,0.0,0.0,0.03
695,0.5,0.0,1,1,26,0.97,0.0,0.97,1.0,0.13,0.0,0.0,0.77
696,0.5,0.0,1,1,27,0.26,1.23,0.0,0.23,0.0,0.0,0.0,0.0
697,0.5,0.0,1,1,28,1.48,0.0,0.9,0.0,1.03,0.0,0.0,0.71
698,0.5,0.0,1,1,29,0.0,0.0,0.65,0.84,0.77,0.0,0.0,0.61
699,0.5,0.0,1,1,30,0.94,0.0,0.45,0.0,0.26,0.0,0.0,0.0
700,0.5,0.0,1,1,31,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.03
701,0.5,0.0,1,1,32,0.32,1.68,0.0,0.16,0.0,0.0,0.0,0.97
702,0.5,0.0,1,1,33,0.48,0.61,0.0,0.0,0.55,0.0,0.0,2.42
703,0.5,0.0,1,1,34,0.03,0.0,0.0,0.0,0.84,0.0,0.0,0.0
704,0.5,0.0,1,1,35,0.45,0.0,0.48,0.0,0.45,0.0,0.0,0.0
705,0.5,0.0,1,1,36,0.97,0.0,0.87,0.0,1.32,0.0,0.0,1.23
706,0.5,0.0,1,1,37,0.97,0.32,0.65,1.0,0.0,0.0,0.0,0.0
707,0.5,0.0,1,1,38,0.94,0.0,0.94,0.81,0.13,0.0,0.0,0.0
708,0.5,0.0,1,1,39,0.61,0.0,0.84,0.0,0.0,0.0,0.0,0.0
709,0.5,0.0,1,2,1,0.0,0.16,0.0,0.1,1.61,0.0,0.0,1.84
710,0.5,0.0,1,2,2,0.97,0.03,0.0,0.84,2.42,0.0,0.0,0.55
711,0.5,0.0,1,2,3,0.0,0.42,0.0,0.0,1.0,0.0,0.0,1.23
712,0.5,0.0,1,2,4,0.23,0.0,1.0,1.0,0.42,0.0,0.03,1.0
713,0.5,0.0,1,2,5,1.71,0.03,0.94,0.94,1.03,0.0,0.0,0.0
714,0.5,0.0,1,2,6,0.45,0.06,0.0,0.0,0.16,0.0,0.0,1.61
715,0.5,0.0,1,2,7,1.1,0.94,0.0,1.0,0.29,0.0,0.0,2.0
716,0.5,0.0,1,2,8,0.97,0.0,1.0,0.32,0.9,0.0,0.0,0.52
717,0.5,0.0,1,2,9,0.81,0.03,1.0,1.29,0.48,0.0,0.0,0.0
718,0.5,0.0,1,2,10,0.71,0.0,0.81,0.74,0.94,0.0,0.0,1.06
719,0.5,0.0,1,2,11,0.0,0.0,0.9,0.0,1.97,0.0,0.0,2.58
720,0.5,0.0,1,2,12,0.03,0.81,0.0,0.0,1.39,0.0,0.0,0.16
721,0.5,0.0,1,2,13,1.0,0.84,0.0,0.48,1.29,0.0,0.0,0.81
722,0.5,0.0,1,2,14,1.0,0.0,0.71,0.16,1.06,0.0,0.0,0.97
723,0.5,0.0,1,2,15,0.29,0.26,0.0,0.77,0.48,0.0,0.0,0.97
724,0.5,0.0,1,2,16,0.97,0.0,0.0,0.06,1.9,0.0,0.0,0.97
725,0.5,0.0,1,2,17,0.84,0.26,0.19,0.45,0.23,0.0,0.0,0.0
726,0.5,0.0,1,2,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
727,0.5,0.0,1,2,19,0.81,0.03,0.61,0.03,0.65,0.0,0.0,0.0
728,0.5,0.0,1,2,20,0.06,0.0,0.84,1.0,0.94,0.0,0.0,1.1
729,0.5,0.0,1,2,21,0.77,0.71,0.61,0.94,1.0,0.0,0.0,1.45
730,0.5,0.0,1,2,22,0.06,0.0,0.0,0.06,0.39,0.0,0.0,0.94
731,0.5,0.0,1,2,23,0.32,0.0,0.13,0.0,1.74,0.0,0.81,0.81
732,0.5,0.0,1,2,24,0.77,0.0,0.0,0.0,1.94,0.0,0.0,2.26
733,0.5,0.0,1,2,25,0.0,0.0,0.23,0.0,1.0,0.0,0.0,0.26
734,0.5,0.0,1,2,26,0.0,0.0,0.0,0.9,0.84,0.0,0.0,0.16
735,0.5,0.0,1,2,27,0.68,0.23,0.52,0.94,0.0,0.0,0.29,2.94
736,0.5,0.0,1,2,28,0.65,0.32,0.0,0.97,2.84,0.0,0.81,0.39
737,0.5,0.0,1,2,29,1.84,0.97,0.74,0.03,0.0,0.0,0.0,1.0
738,0.5,0.0,1,2,30,1.1,0.03,0.94,1.32,2.45,0.0,0.45,1.03
739,0.5,0.0,1,2,31,0.0,1.0,0.48,1.94,0.06,0.0,0.0,0.0
740,0.5,0.0,1,2,32,0.58,0.0,0.0,0.9,0.84,0.0,0.0,0.03
741,0.5,0.0,1,2,33,0.0,0.71,0.87,0.0,0.0,0.0,0.0,0.0
742,0.5,0.0,1,2,34,1.0,0.87,1.71,1.71,0.84,0.0,0.0,0.0
743,0.5,0.0,1,2,35,0.0,0.0,0.77,0.0,1.81,0.0,0.0,0.03
744,0.5,0.0,1,2,36,0.94,0.0,0.97,0.19,0.58,0.0,0.0,1.19
745,0.5,0.0,1,2,37,0.68,0.97,1.77,0.06,1.16,0.0,0.0,0.77
746,0.5,0.0,1,2,38,1.03,0.32,0.65,0.0,1.16,0.0,0.0,1.03
747,0.5,0.0,1,2,39,0.55,0.03,0.03,0.03,0.03,0.0,0.0,1.77
748,0.5,0.0,1,2,40,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0
749,0.5,0.0,1,2,41,0.0,0.9,0.87,0.03,0.87,0.0,0.0,0.0
750,0.5,0.0,1,2,42,1.32,0.0,0.0,1.0,0.23,0.0,0.0,0.13
751,0.5,0.0,1,2,43,0.61,0.03,0.0,0.23,0.1,0.0,0.0,0.0
752,0.5,0.0,1,3,1,0.84,0.13,0.0,0.45,0.0,0.0,0.0,0.1
753,0.5,0.0,1,3,2,0.0,1.65,0.0,0.06,0.0,0.0,0.0,0.0
754,0.5,0.0,1,3,3,0.97,1.19,0.0,0.0,0.94,0.0,0.0,0.0
755,0.5,0.0,1,3,4,0.0,0.77,0.0,0.0,0.03,0.0,0.0,1.29
756,0.5,0.0,1,3,5,0.97,0.06,0.0,1.48,1.48,0.0,0.0,0.0
757,0.5,0.0,1,3,6,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1.77
758,0.5,0.0,1,3,7,0.06,0.55,0.74,0.61,1.48,0.0,0.0,1.0
759,0.5,0.0,1,3,8,0.19,0.0,1.03,2.16,0.0,0.0,0.0,0.0
760,0.5,0.0,1,3,9,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.84
761,0.5,0.0,1,3,10,0.87,1.48,0.0,0.06,0.03,0.0,0.0,0.0
762,0.5,0.0,1,3,11,0.0,0.0,0.58,0.68,0.39,0.0,0.0,0.77
763,0.5,0.0,1,3,12,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.55
764,0.5,0.0,1,3,13,0.87,0.13,0.03,1.0,0.68,0.0,0.0,0.9
765,0.5,0.0,1,3,14,0.32,1.0,0.0,0.58,0.0,0.0,0.0,0.97
766,0.5,0.0,1,3,15,0.0,0.0,0.13,1.0,1.68,0.0,0.0,1.0
767,0.5,0.0,1,3,16,0.0,0.0,1.35,0.0,0.97,0.0,0.0,0.65
768,0.5,0.0,1,3,17,1.42,1.55,0.0,1.0,1.06,0.0,0.0,0.97
769,0.5,0.0,1,3,18,0.9,0.19,0.39,0.81,2.29,0.0,0.0,1.0
770,0.5,0.0,1,3,19,0.0,1.16,0.0,0.97,0.68,0.0,0.0,0.03
771,0.5,0.0,1,3,20,0.0,1.84,0.52,1.84,1.0,0.0,0.0,1.45
772,0.5,0.0,1,3,21,0.77,0.1,1.84,1.0,1.29,0.0,0.0,0.0
773,0.5,0.0,1,3,22,1.23,1.1,1.03,2.13,1.0,0.0,0.0,0.0
774,0.5,0.0,1,3,23,0.68,0.0,0.65,0.0,0.9,0.0,0.0,1.81
775,0.5,0.0,1,3,24,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.16
776,0.5,0.0,1,3,25,0.16,0.0,0.0,0.9,0.77,0.0,0.0,0.19
777,0.5,0.0,1,3,26,0.0,0.94,0.0,0.0,0.87,0.0,0.0,0.0
778,0.5,0.0,1,3,27,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
779,0.5,0.0,1,3,28,0.0,0.0,0.74,0.0,0.94,0.0,0.0,1.26
780,0.5,0.0,1,3,29,0.81,0.0,1.58,0.9,0.0,0.0,0.0,0.0
781,0.5,0.0,1,3,30,0.06,0.84,0.0,1.0,1.13,0.0,0.0,0.06
782,0.5,0.0,1,3,31,0.0,0.03,0.0,1.16,0.0,0.0,0.0,0.68
783,0.5,0.0,1,3,32,0.06,0.55,0.0,1.0,0.29,0.0,0.0,1.32
784,0.5,0.0,1,3,33,0.32,0.0,0.94,0.06,0.13,0.0,0.0,0.0
785,0.5,0.0,1,3,34,0.71,0.0,0.68,0.0,0.16,0.0,0.0,1.0
786,0.5,0.0,1,3,35,0.0,0.03,0.45,0.29,0.84,0.0,0.0,1.0
787,0.5,0.0,1,3,36,0.03,0.0,0.0,0.84,0.58,0.0,0.0,0.0
788,0.5,0.0,1,3,37,0.23,0.32,0.65,0.0,0.0,0.0,0.0,1.0
789,0.5,0.0,1,3,38,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0
790,0.5,0.0,1,3,39,0.0,0.03,0.0,0.94,1.48,0.0,0.0,1.1
791,0.5,0.0,1,3,40,0.71,0.0,0.58,0.0,0.87,0.0,0.0,0.16
792,0.5,0.0,1,3,41,0.65,0.0,0.1,0.65,0.87,0.0,0.0,0.35
793,0.5,0.0,1,4,1,1.23,0.97,0.0,1.03,0.0,0.0,0.0,0.45
794,0.5,0.0,1,4,2,0.87,0.29,0.77,0.65,1.0,0.0,0.0,0.23
795,0.5,0.0,1,4,3,0.0,0.03,0.0,0.61,1.77,0.0,0.0,2.1
796,0.5,0.0,1,4,4,0.97,1.19,0.9,1.84,0.81,0.0,0.0,0.81
797,0.5,0.0,1,4,5,1.13,0.74,0.0,2.35,0.42,0.0,0.0,0.77
798,0.5,0.0,1,4,6,1.68,0.19,1.61,0.23,2.97,0.0,0.0,0.16
799,0.5,0.0,1,4,7,1.77,0.32,0.94,0.0,1.26,0.0,0.26,1.97
800,0.5,0.0,1,4,8,0.0,0.94,0.74,0.81,0.42,0.0,0.0,0.29
801,0.5,0.0,1,4,9,0.45,0.87,0.0,1.84,2.0,0.0,0.61,1.48
802,0.5,0.0,1,4,10,0.84,0.29,0.0,0.97,1.65,0.0,0.94,1.87
803,0.5,0.0,1,4,11,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.97
804,0.5,0.0,1,4,12,0.45,0.0,0.52,0.0,2.35,0.0,0.0,1.74
805,0.5,0.0,1,4,13,1.94,0.0,1.03,0.0,1.03,0.0,0.68,0.03
806,0.5,0.0,1,4,14,0.26,0.26,0.0,1.94,0.48,0.0,0.0,1.87
807,0.5,0.0,1,4,15,1.13,0.81,0.9,0.1,0.55,0.0,0.0,0.61
